% Moku:Go Oscilloscope
% Channel A (Input 1), AC coupling, 1 x probe attenuation
% Channel B (Input 2), AC coupling, 1 x probe attenuation
% Time span 108.0 ms, time offset -29.93 us, Normal acquisition mode, no averaging
% Edge trigger: Channel A, level 999.0 mV, Auto mode, Both edge, Auto sensitivity, noise reject off, HF reject off
% Output 1 (off) - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output 2 (off) - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %
% Acquired 2023-09-28 T 12:16:40 -0400
% Time (s), Channel A (Input 1) (V), Channel B (Input 2) (V)
-5.398560000000e-02, 4.885198e-03, -3.053249e-02
-5.387961600000e-02, 4.885198e-03, -2.808989e-02
-5.377363200000e-02, 4.885198e-03, -2.564729e-02
-5.366764800000e-02, 4.885198e-03, -2.320469e-02
-5.356166400000e-02, 3.297509e-02, -1.221300e-03
-5.345568000000e-02, 8.549097e-03, -2.076209e-02
-5.334969600000e-02, 1.343429e-02, -1.465559e-02
-5.324371200000e-02, 3.663899e-03, -1.465559e-02
-5.313772800000e-02, 4.885198e-03, -1.465559e-02
-5.303174400000e-02, 4.885198e-03, -1.343429e-02
-5.292576000000e-02, 3.663899e-03, -9.770396e-03
-5.281977600000e-02, 6.106498e-03, -8.549097e-03
-5.271379200000e-02, 1.099170e-02, -1.221300e-03
-5.260780800000e-02, 1.831949e-02, -3.663899e-03
-5.250182400000e-02, 1.343429e-02, -1.221300e-03
-5.239584000000e-02, 3.663899e-03, 0.000000e+00
-5.228985600000e-02, 4.885198e-03, 0.000000e+00
-5.218387200000e-02, 6.106498e-03, 2.442599e-03
-5.207788800000e-02, 3.663899e-03, 2.442599e-03
-5.197190400000e-02, 3.663899e-03, 4.885198e-03
-5.186592000000e-02, 3.663899e-03, 6.106498e-03
-5.175993600000e-02, 3.663899e-03, 8.549097e-03
-5.165395200000e-02, 4.885198e-03, 1.099170e-02
-5.154796800000e-02, 4.885198e-03, 1.221300e-02
-5.144198400000e-02, 3.663899e-03, 1.343429e-02
-5.133600000000e-02, 4.885198e-03, 1.465559e-02
-5.123001600000e-02, 3.663899e-03, 1.587689e-02
-5.112403200000e-02, 3.663899e-03, 1.709819e-02
-5.101804800000e-02, 4.885198e-03, 1.954079e-02
-5.091206400000e-02, 3.663899e-03, 2.076209e-02
-5.080608000000e-02, 2.808989e-02, 4.396678e-02
-5.070009600000e-02, 0.000000e+00, 1.343429e-02
-5.059411200000e-02, 6.106498e-03, 2.808989e-02
-5.048812800000e-02, 3.663899e-03, 2.564729e-02
-5.038214400000e-02, 4.885198e-03, 2.808989e-02
-5.027616000000e-02, 3.663899e-03, 2.808989e-02
-5.017017600000e-02, 4.885198e-03, 3.175379e-02
-5.006419200000e-02, 4.885198e-03, 3.175379e-02
-4.995820800000e-02, 3.663899e-03, 3.297509e-02
-4.985222400000e-02, 4.885198e-03, 3.419639e-02
-4.974624000000e-02, 2.320469e-02, 1.709819e-02
-4.964025600000e-02, 4.274548e-02, -2.442599e-03
-4.953427200000e-02, 3.908158e-02, -2.442599e-03
-4.942828800000e-02, 3.786029e-02, -1.221300e-03
-4.932230400000e-02, 3.663899e-02, -2.442599e-03
-4.921632000000e-02, 3.419639e-02, -3.663899e-03
-4.911033600000e-02, 3.175379e-02, -1.221300e-03
-4.900435200000e-02, 3.053249e-02, -2.442599e-03
-4.889836800000e-02, 2.931119e-02, -2.442599e-03
-4.879238400000e-02, -2.442599e-03, -7.327797e-03
-4.868640000000e-02, 2.564729e-02, -9.770396e-03
-4.858041600000e-02, 2.442599e-02, -1.221300e-03
-4.847443200000e-02, 2.198339e-02, -2.442599e-03
-4.836844800000e-02, 2.198339e-02, -2.442599e-03
-4.826246400000e-02, 1.954079e-02, -2.442599e-03
-4.815648000000e-02, 1.709819e-02, -2.442599e-03
-4.805049600000e-02, 1.587689e-02, -2.442599e-03
-4.794451200000e-02, 1.343429e-02, -2.442599e-03
-4.783852800000e-02, 4.274548e-02, 2.076209e-02
-4.773254400000e-02, 0.000000e+00, -1.465559e-02
-4.762656000000e-02, 1.709819e-02, 2.442599e-03
-4.752057600000e-02, 7.327797e-03, -1.221300e-03
-4.741459200000e-02, 6.106498e-03, -1.221300e-03
-4.730860800000e-02, 3.663899e-03, -2.442599e-03
-4.720262400000e-02, 2.442599e-03, -2.442599e-03
-4.709664000000e-02, 0.000000e+00, -2.442599e-03
-4.699065600000e-02, 0.000000e+00, 0.000000e+00
-4.688467200000e-02, 7.327797e-03, 2.442599e-03
-4.677868800000e-02, 3.663899e-03, 0.000000e+00
-4.667270400000e-02, -6.106498e-03, 0.000000e+00
-4.656672000000e-02, -8.549097e-03, -2.442599e-03
-4.646073600000e-02, -9.770396e-03, -2.442599e-03
-4.635475200000e-02, -1.221300e-02, -2.442599e-03
-4.624876800000e-02, -1.343429e-02, -1.221300e-03
-4.614278400000e-02, -1.465559e-02, -1.221300e-03
-4.603680000000e-02, -1.587689e-02, -1.221300e-03
-4.593081600000e-02, -1.709819e-02, -2.442599e-03
-4.582483200000e-02, -2.076209e-02, -1.221300e-03
-4.571884800000e-02, -2.198339e-02, -2.442599e-03
-4.561286400000e-02, -2.442599e-02, -2.442599e-03
-4.550688000000e-02, -2.564729e-02, -2.442599e-03
-4.540089600000e-02, -2.686859e-02, -2.442599e-03
-4.529491200000e-02, -2.808989e-02, -2.442599e-03
-4.518892800000e-02, -3.053249e-02, -2.442599e-03
-4.508294400000e-02, -3.297509e-02, -2.442599e-03
-4.497696000000e-02, -1.709819e-02, 2.442599e-03
-4.487097600000e-02, -3.175379e-02, -1.221300e-03
-4.476499200000e-02, -1.709819e-02, -2.076209e-02
-4.465900800000e-02, 4.885198e-03, -4.152418e-02
-4.455302400000e-02, 3.663899e-03, -3.908158e-02
-4.444704000000e-02, 3.663899e-03, -3.663899e-02
-4.434105600000e-02, 4.885198e-03, -3.419639e-02
-4.423507200000e-02, 4.885198e-03, -3.297509e-02
-4.412908800000e-02, 4.885198e-03, -3.175379e-02
-4.402310400000e-02, 4.885198e-03, -2.808989e-02
-4.391712000000e-02, 4.885198e-03, -2.686859e-02
-4.381113600000e-02, 4.885198e-03, -2.564729e-02
-4.370515200000e-02, 4.885198e-03, -2.320469e-02
-4.359916800000e-02, 4.885198e-03, -2.076209e-02
-4.349318400000e-02, 3.663899e-03, -1.954079e-02
-4.338720000000e-02, 4.885198e-03, -1.709819e-02
-4.328121600000e-02, 4.885198e-03, -1.587689e-02
-4.317523200000e-02, 3.663899e-03, -1.343429e-02
-4.306924800000e-02, 4.396678e-02, 1.709819e-02
-4.296326400000e-02, 6.106498e-03, -1.587689e-02
-4.285728000000e-02, 6.106498e-03, -4.885198e-03
-4.275129600000e-02, 3.663899e-03, -7.327797e-03
-4.264531200000e-02, 4.885198e-03, -4.885198e-03
-4.253932800000e-02, 4.885198e-03, -2.442599e-03
-4.243334400000e-02, 4.885198e-03, -2.442599e-03
-4.232736000000e-02, 4.885198e-03, 0.000000e+00
-4.222137600000e-02, 4.885198e-03, 1.221300e-03
-4.211539200000e-02, -4.885198e-03, 1.221300e-03
-4.200940800000e-02, -1.221300e-03, -4.885198e-03
-4.190342400000e-02, 7.327797e-03, 1.343429e-02
-4.179744000000e-02, 6.106498e-03, 7.327797e-03
-4.169145600000e-02, 4.885198e-03, 1.099170e-02
-4.158547200000e-02, 4.885198e-03, 1.221300e-02
-4.147948800000e-02, 3.663899e-03, 1.221300e-02
-4.137350400000e-02, 3.663899e-03, 1.465559e-02
-4.126752000000e-02, 3.663899e-03, 1.709819e-02
-4.116153600000e-02, -2.442599e-03, 1.587689e-02
